date,Machine,SampleID,A,gsw,Ci,VPDleaf,VPDair,Tair,Tleaf,Qin,CO2s,RHs,Patm,E,flow
20200121,Mariano,BNL17131,0.027816667,16.68,387.3333333,1.508333333,1.94982219,32.53666667,30.875,20,400.1083333,60.39166667,99.25,0.2615,499.4
20200121,Mariano,BNL17131,1.263333333,20.28,291.6666667,1.44,1.775463985,32.18,30.91,50,400.1,63.2,99.24833333,0.3035,499.4
20200121,Mariano,BNL17131,1.89,22.38,256.1666667,1.45,1.777332701,32.185,30.95166667,80,400.05,63.17166667,99.24,0.3375,499.4166667
20200121,Mariano,BNL17131,3.365,30.80,216.1666667,1.385,1.686460335,32.07,30.93,150,399.9216667,64.82666667,99.25,0.442166667,499.3
20200121,Mariano,BNL17131,4.328333333,36.03,199.1666667,1.31,1.534466498,31.77,30.92833333,200,399.8883333,67.44833333,99.27,0.489666667,499.2
20200121,Mariano,BNL17131,6.425,52.20,193.3333333,1.276666667,1.405307161,31.54,31.045,375,399.9066667,69.79666667,99.285,0.685333333,499.1833333
20200121,Mariano,BNL17131,7.585,63.57,199.3333333,1.195,1.219010342,31.00666667,30.915,600,399.905,72.99333333,99.295,0.779333333,499.2
20200121,Mariano,BNL17131,9.508333333,73.88,184.1666667,1.085,0.833842494,29.93833333,30.94833333,1000,399.975,80.36166667,99.33,0.820166667,499.1
20200121,Lindsey,BNL17132,-2.418365214,9.00,820.3927733,1.407397476,1.508164977,31.88286237,31.50519247,0,400.0003065,68.21041325,99.40034892,1.32E-01,634.8768333
20200121,Lindsey,BNL17132,-0.815813591,11.52,507.5622216,1.410683428,1.523268156,31.95081613,31.52972957,20,400.0087742,68.01541391,99.41693172,1.69E-01,635.6391667
20200121,Lindsey,BNL17132,0.125824462,24.78,382.5609819,1.406904366,1.520388581,31.93758011,31.51280591,40,399.9917796,68.05196131,99.43437043,3.62E-01,636.1985
20200121,Lindsey,BNL17132,1.762785508,39.97,320.4617533,1.39388655,1.510275668,31.92395914,31.48787688,80,400.0023118,68.2399918,99.44863978,5.77E-01,636.1321667
20200121,Lindsey,BNL17132,3.641568524,59.47,292.7296321,1.395900178,1.521179935,31.95097742,31.48176505,120,400.0018656,68.05961869,99.47689086,8.55E-01,636.8305
20200121,Lindsey,BNL17132,6.931609937,99.04,277.8259757,1.392854908,1.517386353,31.95559731,31.48934194,200,400.0081613,68.14764151,99.50932688,1.41E+00,636.6685
20200121,Lindsey,BNL17132,10.55907075,152.94,278.1097152,1.398602555,1.562957504,32.11337581,31.50035054,300,400.0109892,67.48267786,99.5356543,2.15E+00,636.3786667
20200121,Lindsey,BNL17132,16.34122817,227.69,271.8723697,1.401218906,1.583805413,32.20365161,31.52446129,500,400.0060323,67.21668884,99.54149516,3.15E+00,636.7675
20200121,Lindsey,BNL17132,19.95342191,281.50,272.0962522,1.409557344,1.601811998,32.21498602,31.49963118,800,400.4214194,66.86522271,99.5609672,3.86E+00,635.669
20200121,Lindsey,BNL17132,22.45489551,327.82,275.0654616,1.397129337,1.58776512,32.19520645,31.48520161,1000,399.9976237,67.11905436,99.55760376,4.42E+00,637.0776667
20200121,Lindsey,BNL17132,23.82717448,359.56,278.1993661,1.390267591,1.556533274,32.1315,31.51179194,1300,400.0082742,67.64953814,99.56304785,4.80E+00,636.4743333
20200121,Lindsey,BNL17132,24.90320577,397.87,283.6186008,1.397200108,1.544617372,32.04501237,31.49423011,1800,399.9940484,67.73978716,99.58768656,5.29E+00,636.021
20200121,Andy,BNL17163,-1.223333333,18.45,494.5,1.61,1.941669038,32.385,31.145,0,399.895,60.21833333,99.21,0.308833333,500.2333333
20200121,Andy,BNL17163,0.989333333,25.05,327.1666667,1.501666667,1.986785299,32.685,30.88166667,40,400.045,59.97666667,99.20166667,0.390833333,500.2333333
20200121,Andy,BNL17163,3.226666667,40.77,264,1.42,1.800355498,32.38166667,30.94833333,100,400.06,63.10666667,99.2,0.597666667,500.2
20200121,Andy,BNL17163,4.415,44.52,231.5,1.445,1.816418201,32.46,31.07,150,399.9183333,62.94166667,99.19833333,0.6635,500.2
20200121,Andy,BNL17163,6.461666667,61.15,221.1666667,1.35,1.686356959,32.18833333,30.92833333,250,400.12,65.06333333,99.21,0.849166667,500.2166667
20200121,Andy,BNL17163,8.273333333,82.75,229.5,1.28,1.555949498,32.07166667,31.03166667,350,400.17,67.55166667,99.22,1.08,500.2166667
20200121,Andy,BNL17163,10.555,116.02,242.3333333,1.205,1.329337263,31.58666667,31.11,600,399.91,71.505,99.24,1.408166667,500.1666667
20200121,Andy,BNL17163,12.71666667,146.17,248.8333333,1.096666667,1.061268964,30.75166667,30.9,900,400.145,76.14333333,99.25,1.605,500.2166667
20200121,Andy,BNL17163,14.13333333,170.50,255.1666667,0.955666667,0.45671368,28.78,30.83833333,1500,399.9633333,88.5,99.28333333,1.61,500.2
20200121,Bernie,BNL17164,-1.375,12.70,561.3333333,1.598333333,1.892874128,32.22,31.1,0,399.9366667,60.855,99.22,0.211166667,499.8166667
20200121,Bernie,BNL17164,0.110933333,15.38,378.8333333,1.49,1.944088984,32.56,30.86,20,400.055,60.56,99.21833333,0.238666667,499.8166667
20200121,Bernie,BNL17164,1.24,19.72,290.3333333,1.445,1.827834603,32.44,31.005,50,399.9883333,62.66666667,99.21,0.296666667,499.7833333
20200121,Bernie,BNL17164,1.865,22.47,258.3333333,1.48,1.860343622,32.56833333,31.15,80,399.9766667,62.27666667,99.21,0.3455,499.8
20200121,Bernie,BNL17164,3.306666667,32.32,227.3333333,1.378333333,1.718562419,32.25166667,30.965,150,399.8866667,64.52333333,99.22,0.461166667,499.7666667
20200121,Bernie,BNL17164,5.61,49.45,209.6666667,1.278333333,1.455840818,31.63,30.93833333,375,400.1033333,68.87,99.24,0.650333333,499.8
20200121,Bernie,BNL17164,7.725,80.18,236.1666667,1.151666667,1.211579995,31.17666667,30.94166667,600,399.9983333,73.41666667,99.26,0.941,499.8
20200121,Bernie,BNL17164,9.938333333,124.17,261.6666667,0.979666667,0.779748281,30.09166667,30.89,1000,399.8866667,81.79666667,99.3,1.225,499.8
20200121,Derek,BNL17165,-1.675,7.96,722.8333333,1.566666667,1.903386671,32.39666667,31.135,0,399.9766667,61.02833333,99.2,0.130333333,499.75
20200121,Derek,BNL17165,0.100033333,11.32,376.3333333,1.47,2.026890646,32.99,30.93,20,399.9183333,59.86333333,99.19,0.174166667,499.7
20200121,Derek,BNL17165,1.513333333,17.27,251.3333333,1.42,1.877610802,32.73,31.01666667,50,400.08,62.27166667,99.19,0.254833333,499.7
20200121,Derek,BNL17165,2.595,23.47,214.6666667,1.42,1.871804699,32.73,31.05,80,400.03,62.38833333,99.19,0.346666667,499.75
20200121,Derek,BNL17165,4.915,41.72,202.6666667,1.31,1.71784724,32.43,30.90333333,150,400.13,64.89333333,99.2,0.5655,499.7333333
20200121,Derek,BNL17165,6.18,53.55,206,1.25,1.594089476,32.26,30.97166667,200,400.0083333,67.10833333,99.21,0.690833333,499.7166667
20200121,Derek,BNL17165,9.12,82.53,212.8333333,1.17,1.387259103,31.79833333,30.975,375,400.0983333,70.61833333,99.23,0.986,499.7
20200121,Derek,BNL17165,11.56666667,111.67,222.8333333,1.12,1.211875706,31.40833333,31.055,600,400.1183333,73.75833333,99.24,1.261666667,499.7333333
20200121,Derek,BNL17165,15,172.83,248.8333333,0.951666667,0.720112113,30.05833333,30.98,1000,399.8983333,83.15666667,99.275,1.626666667,499.7
20200121,Jorge,BNL17166,-1.45,5.10,836.6666667,1.648333333,1.897465938,32.06,31.11,0,400.0066667,60.40333333,99.14666667,0.0879,500.3666667
20200121,Jorge,BNL17166,0.334,8.08,324,1.616666667,1.927684739,32.22,31.045,40,400.1066667,60.135,99.14,0.136333333,500.3666667
20200121,Jorge,BNL17166,1.021333333,10.77,238.8333333,1.64,1.935607518,32.22833333,31.115,100,400.0566667,59.99,99.14,0.184,500.3666667
20200121,Jorge,BNL17166,1.883333333,15.78,200,1.6,1.864730507,32.02833333,31.03666667,200,400.1366667,61.01666667,99.14,0.263333333,500.3166667
20200121,Jorge,BNL17166,3.878333333,30.30,186.1666667,1.51,1.685558124,31.54166667,30.86333333,375,400.075,63.77666667,99.14,0.4745,500.3333333
20200121,Jorge,BNL17166,5.09,42.70,199.6666667,1.438333333,1.473825064,31.14,30.99666667,600,400.0516667,67.595,99.13666667,0.633333333,500.3166667
20200122,Lindsey,BNL17167,-0.641261695,20.26,441.0629602,1.401633158,1.566354633,28.73532581,28.00568172,0,399.9949462,60.4572955,99.43415914,2.93E-01,629.4711667
20200122,Lindsey,BNL17167,0.316879318,23.37,369.2947287,1.399587296,1.558705356,28.70065108,27.99504194,20,400.0088871,60.57118579,99.42126935,3.37E-01,629.1488333
20200122,Lindsey,BNL17167,1.398217301,26.25,306.1132334,1.396579786,1.550235988,28.68002527,27.99836882,50,399.988,60.73850455,99.43443011,3.77E-01,636.2328333
20200122,Lindsey,BNL17167,2.168136317,30.73,278.5522761,1.394114803,1.54789931,28.67759839,27.99528172,80,400.0016237,60.79220591,99.46486129,4.40E-01,635.7436667
20200122,Lindsey,BNL17167,3.48335539,39.53,250.2863274,1.401031965,1.553550326,28.67347366,27.99674462,150,400.0079946,60.63968333,99.48835645,5.68E-01,636.6468333
20200122,Lindsey,BNL17167,4.452897682,49.34,246.5969865,1.401220916,1.545417748,28.64029409,28.00005753,200,399.9917473,60.77031419,99.50647312,7.07E-01,636.5623333
20200122,Lindsey,BNL17167,5.999052734,64.11,240.8254868,1.404175536,1.542565174,28.61600215,28.00123441,375,400.0035914,60.78753288,99.53632473,9.17E-01,637.1393333
20200122,Lindsey,BNL17167,6.54680795,71.68,244.1944331,1.401304487,1.529037941,28.56317796,27.99496882,600,400.004586,61.01206522,99.55162204,1.02E+00,625.9033333
20200122,Lindsey,BNL17167,6.68111256,75.81,249.1834612,1.403228004,1.480714876,28.34232204,27.99607366,1000,399.9894032,61.75663298,99.55922903,1.08E+00,625.7293333
20200122,Derek,BNL17170,-1.296666667,11.05,578.5,1.37,1.683626601,30.39666667,29.09333333,0,401.51,61.37666667,99.155,0.157166667,499.8333333
20200122,Derek,BNL17170,0.09015,14.87,381.3333333,1.36,1.834688968,30.91,28.97333333,20,399.86,59.12833333,99.17,0.210166667,499.8
20200122,Derek,BNL17170,1.095,20.23,303.3333333,1.38,1.851417135,30.90333333,28.97666667,50,398.575,58.74,99.18,0.289166667,499.8
20200122,Derek,BNL17170,1.701666667,21.47,262.3333333,1.39,1.853362225,30.90333333,29.015,80,397.84,58.69666667,99.19,0.309,499.8
20200122,Derek,BNL17170,2.881666667,30.57,236.8333333,1.358333333,1.817877636,30.85833333,28.97,150,396.3066667,59.38333333,99.22,0.428166667,499.8
20200122,Derek,BNL17170,3.596666667,35.95,227,1.29,1.730446185,30.69,28.85833333,200,395.3966667,60.96333333,99.23833333,0.4765,499.7833333
20200122,Derek,BNL17170,5.035,52.28,230.5,1.28,1.590349345,30.23166667,28.94,375,393.6033333,63.17,99.24,0.686,499.8
20200122,Derek,BNL17170,6.385,66.82,229.1666667,1.29,1.530426236,30.12,29.11166667,600,391.96,64.33,99.27,0.8775,499.8333333
20200122,Derek,BNL17170,7.033333333,85.13,249,1.231666667,1.308132302,29.41833333,29.1,1000,391.0633333,68.255,99.295,1.063333333,499.8166667
20200122,Bernie,BNL17181,-1.54,13.95,566,1.39,1.775649596,30.61,29.00833333,0,399.9333333,59.76,99.24,0.200666667,499.8833333
20200122,Bernie,BNL17181,-0.045966667,16.38,395.8333333,1.3,1.81656058,31.00166667,28.885,20,400.0366667,59.74333333,99.26,0.2205,499.8833333
20200122,Bernie,BNL17181,1.024666667,20.68,312.5,1.31,1.796430253,30.925,28.93,50,399.9683333,60.015,99.27,0.280333333,499.9
20200122,Bernie,BNL17181,1.723333333,24.28,278,1.308333333,1.79084217,30.915,28.92833333,80,399.9983333,60.11666667,99.295,0.3275,499.85
20200122,Bernie,BNL17181,2.771666667,29.90,243.5,1.26,1.706701351,30.72833333,28.875,150,399.8933333,61.58333333,99.32,0.3875,499.8666667
20200122,Bernie,BNL17181,3.196666667,32.27,233.1666667,1.288333333,1.711760762,30.78166667,29.035,200,399.9983333,61.58666667,99.33166667,0.4275,499.8166667
20200122,Bernie,BNL17181,4.606666667,45.93,231.1666667,1.22,1.558973466,30.30666667,28.905,375,400.1066667,64.05166667,99.37,0.576,499.8833333
20200122,Bernie,BNL17181,5.636666667,54.88,226.5,1.25,1.454337564,29.93,29.06166667,600,400.0433333,65.73166667,99.385,0.6995,499.85
20200122,Bernie,BNL17181,8.975,116.17,265.1666667,1.23,1.383482688,29.785,29.14833333,1000,399.9383333,67.12833333,99.43,1.43,499.8666667
20200122,Bernie,BNL17181,9.53,134.17,275.6666667,1.12,0.968597634,28.3,28.975,1500,399.89,74.92166667,99.45,1.501666667,499.85
20200122,Mariano,BNL17183,-0.616166667,6.89,520.1666667,1.75,1.939419833,29.83833333,29.06333333,0,389.9583333,54.06,99.2,0.1255,499.95
20200122,Mariano,BNL17183,0.495666667,10.42,303.3333333,1.77,1.967987464,29.91,29.09166667,20,389.9616667,53.575,99.21,0.1915,499.75
20200122,Mariano,BNL17183,1.35,14.70,233.5,1.76,1.962904171,29.87,29,50,389.955,53.58833333,99.22,0.267666667,499.7
20200122,Mariano,BNL17183,2.05,21.33,226.3333333,1.736666667,1.942329009,29.84166667,28.975,80,389.9083333,54,99.25833333,0.382666667,499.7
20200122,Mariano,BNL17183,3.69,35.98,215.8333333,1.665,1.841338727,29.635,28.89333333,150,390.0083333,55.87,99.27,0.616333333,499.5
20200122,Mariano,BNL17183,4.096666667,37.37,204.5,1.66,1.806731507,29.53,28.90833333,200,390.0033333,56.43666667,99.27833333,0.6375,499.5
20200122,Mariano,BNL17183,5.626666667,55.98,218,1.65,1.703737385,29.34666667,29.13166667,375,389.995,58.48333333,99.28,0.944833333,499.6333333
20200122,Mariano,BNL17183,7.836666667,118.17,272,1.54,1.535120266,29.115,29.14833333,600,390.085,62.08833333,99.37,1.823333333,499.7
20200122,Mariano,BNL17183,6.476666667,87.40,260.3333333,1.506666667,1.324458709,28.04666667,28.86333333,1000,389.9833333,65.19833333,99.4,1.33,499.4166667
20200122,Mariano,BNL17183,6.72,78.27,241.6666667,1.658333333,1.080267842,26.81833333,29.42166667,1500,391.2116667,69.49833333,99.40666667,1.315,499.4666667
20200114,Jorge,BNL17201,-1.401666667,47.75,456.5,0.460333333,0.296256511,28.395,29.10666667,0,411.9166667,92.37166667,99.08333333,0.226666667,400.4
20200114,Jorge,BNL17201,-1.405,45.13,459.1666667,0.466166667,0.294498864,28.41333333,29.16,5,411.92,92.425,99.08166667,0.2175,400.4
20200114,Jorge,BNL17201,1.645,40.70,338.8333333,0.4545,0.317857345,28.30666667,28.90666667,50,407.4033333,91.77333333,99.13,0.191333333,400.4
20200114,Jorge,BNL17201,5.361666667,65.68,265.6666667,0.546666667,0.439277156,28.215,28.69333333,150,401.7783333,88.57,99.15333333,0.367666667,400.4
20200114,Jorge,BNL17201,9.625,107.17,243.3333333,0.6495,0.548027062,28.07666667,28.52833333,375,395.175,85.625,99.17166667,0.701333333,400.4
20200114,Jorge,BNL17201,13.13333333,179.67,262.5,0.714333333,0.478201948,28.13166667,29.16666667,1000,389.71,87.49666667,99.17,1.265,400.4
20200114,Andy,BNL17202,-0.744833333,35.57,441.1666667,0.532,0.396287228,28.39333333,28.98666667,0,410.9983333,89.795,99.14333333,0.195833333,400.3
20200114,Andy,BNL17202,-0.722166667,34.30,441.3333333,0.5315,0.39799742,28.38333333,28.96833333,5,410.8883333,89.745,99.14166667,0.188833333,400.3
20200114,Andy,BNL17202,1.801666667,38.40,327.8333333,0.544166667,0.420264507,28.31,28.855,50,407.0966667,89.125,99.19,0.216166667,400.3
20200114,Andy,BNL17202,3.568333333,50.37,286,0.614333333,0.496960831,28.265,28.78333333,150,404.52,87.10666667,99.215,0.318166667,400.25
20200114,Andy,BNL17202,5.363333333,72.67,276.8333333,0.716666667,0.613611456,28.15,28.60833333,375,401.69,83.97333333,99.24,0.530833333,400.25
20200114,Andy,BNL17202,7.048333333,105.00,283.8333333,0.782666667,0.586446305,28.13,28.99333333,1000,398.8866667,84.665,99.24333333,0.830333333,400.2166667
20200114,Bernie,BNL17205,-1.513333333,30.02,490.5,0.4435,0.470051677,28.605,28.48666667,0,412.1133333,88.04333333,99.09666667,0.138,400.2166667
20200114,Bernie,BNL17205,2.17,49.12,331.8333333,0.389833333,0.399671962,28.63,28.58833333,50,406.5566667,89.84833333,99.15,0.197166667,400.2166667
20200114,Bernie,BNL17205,6.568333333,103.67,293,0.398333333,0.413075674,28.57333333,28.51,150,399.9433333,89.47333333,99.19666667,0.417166667,400.2
20200114,Bernie,BNL17205,11.15,160.33,273.8333333,0.46,0.456121109,28.54166667,28.56333333,375,392.9316667,88.355,99.22,0.731,400.2
20200114,Bernie,BNL17205,13.7,234.50,285.3333333,0.594666667,0.526773415,28.47833333,28.775,1000,388.7,86.50166667,99.24833333,1.346666667,400.2333333
20200114,Mariano,BNL17237,-1.298333333,11.08,588.6666667,1.433333333,1.629268224,30.63666667,29.86666667,0,411.8916667,63.13333333,99.05666667,0.165833333,400.6
20200114,Mariano,BNL17237,2.636666667,27.73,245.5,1.28,1.482786716,30.61,29.79,100,405.8116667,66.39666667,99.04166667,0.368166667,400.2
20200114,Mariano,BNL17237,5.431666667,51.45,223.6666667,1.215,1.373505053,30.72,30.08333333,250,401.51,69.06833333,99.04333333,0.6435,400
20200114,Mariano,BNL17237,8.175,76.70,216.8333333,1.103333333,1.16256344,30.92833333,30.69166667,500,396.9333333,74.12833333,99.03,0.865666667,399.7
20200114,Mariano,BNL17237,10.00333333,113.67,240,1.51,1.213721297,31.37166667,32.465,1500,393.9183333,73.66333333,99.03,1.733333333,399.9
20200207,Lindsey,BNL17476,-1.696235744,2.93,1335.42602,1.398377621,1.459377841,30.23780914,29.99085108,0,400.0037903,66.21530148,99.50210215,4.25E-02,661.8273333
20200207,Lindsey,BNL17476,-0.441878902,3.45,595.2360416,1.399836839,1.459419083,30.25312688,30.01215645,20,400.0176774,66.24403103,99.52377688,5.02E-02,661.6205
20200207,Lindsey,BNL17476,0.317561893,3.53,217.980992,1.402651443,1.498472485,30.38474462,29.99783118,50,399.9803656,65.60115588,99.51867957,5.15E-02,661.896
20200207,Lindsey,BNL17476,0.473470933,8.63,302.3372479,1.402404103,1.480659328,30.32589516,30.00969677,80,400.0073548,65.8953111,99.54002204,1.26E-01,661.9073333
20200207,Lindsey,BNL17476,1.457132148,10.87,176.0294686,1.39801442,1.498417992,30.41949731,30.01456022,150,399.9995323,65.67084249,99.55571075,1.58E-01,662.3068333
20200207,Lindsey,BNL17476,1.676613927,12.42,176.1139027,1.394493415,1.491802622,30.38059301,29.98752419,200,400.0030645,65.74619877,99.58161989,1.79E-01,662.0906667
20200207,Lindsey,BNL17476,3.722473981,26.35,166.0810104,1.399476488,1.517009744,30.47389086,30.00021129,375,400.0073978,65.352997,99.58578011,3.81E-01,662.41
20200207,Lindsey,BNL17476,6.084223716,44.44,172.226328,1.399568901,1.515436742,30.44594516,29.97841344,600,400.0142688,65.33352113,99.59537581,6.39E-01,662.2703333
20200207,Lindsey,BNL17476,8.013455679,66.07,196.2819381,1.407973284,1.528224857,30.49379785,30.00950914,1000,400.0228925,65.13663033,99.61118548,9.51E-01,662.3135
20200207,Derek,BNL17487,-2.216666667,19.28,577.1666667,0.9915,1.040515096,30.26666667,30.07,0,400.04,75.95166667,99.31333333,0.198833333,499.7
20200207,Derek,BNL17487,-0.266,23.67,410.6666667,1.075,1.17929757,30.59166667,30.17333333,20,400.075,73.24666667,99.34166667,0.263833333,499.75
20200207,Derek,BNL17487,1.543333333,34.43,321.3333333,1.035,1.207678919,30.65166667,29.95666667,50,400.1283333,72.69666667,99.37,0.3685,499.7166667
20200207,Derek,BNL17487,2.941666667,37.15,265.8333333,1.058333333,1.191587481,30.62,30.08,80,399.935,73.01166667,99.39,0.405166667,499.7166667
20200207,Derek,BNL17487,4.733333333,44.78,223.1666667,1.06,1.194943996,30.57333333,30.03,150,400.05,72.86333333,99.40333333,0.488333333,499.7
20200207,Derek,BNL17487,5.503333333,48.47,210.3333333,1.1,1.222438658,30.595,30.115,200,400.0183333,72.27333333,99.41666667,0.549166667,499.7166667
20200207,Derek,BNL17487,7.021666667,57.67,196.1666667,1.143333333,1.223220865,30.415,30.095,375,399.9316667,71.96833333,99.42,0.675666667,499.7166667
20200207,Derek,BNL17487,7.815,68.78,208.3333333,1.22,1.292918914,30.39666667,30.11666667,600,399.95,70.34,99.43,0.858333333,499.7333333
20200207,Derek,BNL17487,8.538333333,84.90,228.3333333,1.24,1.200337647,29.87166667,30.03833333,1000,400.0333333,71.62166667,99.42,1.068333333,499.8
20200207,Bernie,BNL17490,-2.533333333,73.60,450.1666667,0.864833333,0.911358433,30.08,29.88833333,0,399.9816667,78.71,99.36,0.649,499.8
20200207,Bernie,BNL17490,-0.9545,72.20,414.8333333,0.977666667,1.127762493,30.67333333,30.07166667,20,400.0366667,74.535,99.39,0.720166667,499.8
20200207,Bernie,BNL17490,2.388333333,75.42,342.1666667,0.995333333,1.136256901,30.67,30.10833333,80,399.94,74.33833333,99.42,0.7645,499.8
20200207,Bernie,BNL17490,4.973333333,84.02,297,0.967666667,1.104540396,30.50166667,29.95166667,150,399.9483333,74.81333333,99.44,0.824833333,499.7666667
20200207,Bernie,BNL17490,6.148333333,91.87,284.1666667,0.999833333,1.124167142,30.525,30.025,200,399.9366667,74.4,99.45,0.929833333,499.7666667
20200207,Bernie,BNL17490,8.418333333,101.33,257.1666667,1.051666667,1.150805552,30.48833333,30.095,375,399.9983333,73.73833333,99.45,1.08,499.8
20200207,Bernie,BNL17490,9.28,108.83,252.6666667,1.138333333,1.220674085,30.47333333,30.13166667,600,400.0416667,72.12,99.46,1.24,499.7833333
20200207,Bernie,BNL17490,9.48,115.50,257.5,1.16,1.126400417,29.91,30.03166667,1000,400.0416667,73.42833333,99.45,1.336666667,499.8166667
20200207,Mariano,BNL17491,-1.993333333,32.65,491.1666667,1.03,1.072270315,30.055,29.885,0,400.06,74.915,99.35666667,0.347833333,499.0666667
20200207,Mariano,BNL17491,-0.327666667,31.68,408.8333333,1.146666667,1.306656358,30.74333333,30.11,20,400.0733333,70.61333333,99.39,0.376,499.1
20200207,Mariano,BNL17491,0.996333333,38.00,350.5,1.145,1.368819674,30.98,30.09333333,50,399.9716667,69.62833333,99.4,0.449333333,499.15
20200207,Mariano,BNL17491,2.19,38.03,300.1666667,1.135,1.276076082,30.54166667,29.965,80,400.045,70.96833333,99.42,0.444333333,499.1833333
20200207,Mariano,BNL17491,3.783333333,45.82,259.6666667,1.15,1.330684092,30.69,29.97833333,150,399.8933333,69.98166667,99.44,0.5435,499.15
20200207,Mariano,BNL17491,4.68,48.65,237.5,1.19,1.349169167,30.77666667,30.14333333,200,399.9983333,69.715,99.45,0.5945,499.1
20200207,Mariano,BNL17491,6.493333333,58.30,212.5,1.163333333,1.283910923,30.39666667,29.91,375,399.8933333,70.54666667,99.45,0.694,499.2
20200207,Mariano,BNL17491,7.425,67.85,214.5,1.28,1.421337273,30.7,30.135,600,399.8916667,67.955,99.46,0.885166667,499.4
